feature,importance,feat_type
Linsole:Acc_X__spectral_entropy__trial_mean,0.0004695805256196948,frequency
Linsole:Gyr_Z__psd_highfreq__trial_mean,0.00046869355345212734,frequency
Rinsole:Gyr_Z__mcr__trial_median,0.000466429727897852,spatiotemporal
Rinsole:Gyr_Mag__cv__trial_mean,0.000465620729615229,spatiotemporal
Rinsole:Gyr_Y__max__trial_mean,0.00046078208683608,spatiotemporal
Rinsole:Acc_Y__skewness__trial_std,0.00046077698904077526,spatiotemporal
Linsole:Acc_Z__skewness__trial_mean,0.00045936321006935537,spatiotemporal
Rinsole:Gyr_Z__std__trial_std,0.00045913151588744484,spatiotemporal
Linsole:Acc_Mag__psd_harmonic__trial_std,0.0004588430910763082,frequency
Rinsole:Acc_Mag__spectral_entropy__trial_max,0.0004588407737688574,frequency
Rinsole:Acc_X__zcr__trial_std,0.0004578140654755253,spatiotemporal
Linsole:Gyr_Mag__dominant_freq__trial_mean,0.00045746371223309636,frequency
Rinsole:Gyr_X__psd_highfreq__trial_mean,0.0004564694578175091,frequency
Linsole:Gyr_Mag__max__trial_mean,0.0004533684712773726,spatiotemporal
Linsole:Gyr_X__perm_entropy__trial_median,0.0004528459313972622,entropy
Rinsole:Gyr_Mag__psd_harmonic__trial_max,0.00045198482842506856,frequency
Rinsole:Gyr_X__spectral_centroid__trial_std,0.0004513157226782414,frequency
Linsole:Gyr_X__dominant_freq__trial_max,0.0004505492416596191,frequency
Linsole:Gyr_Y__zcr__trial_std,0.0004498566092338935,spatiotemporal
Linsole:Acc_Mag__std__trial_std,0.00044912470075269786,spatiotemporal
Rinsole:Gyr_Y__skewness__trial_max,0.0004470858864420424,spatiotemporal
Rinsole:Acc_Mag__skewness__trial_mean,0.00044691077393473397,spatiotemporal
Linsole:Acc_Z__skewness__trial_max,0.0004462622453143253,spatiotemporal
Rinsole:Acc_Z__std__trial_max,0.00044621128627313184,spatiotemporal
Rinsole:Acc_X__perm_entropy__trial_mean,0.00044551712434813507,entropy
Rinsole:Acc_Y__total_power__trial_median,0.00044509165166205434,frequency
Rinsole:Gyr_X__perm_entropy__trial_median,0.0004442930409811963,entropy
Linsole:Gyr_Y__kurtosis__trial_max,0.0004437432297753016,spatiotemporal
Rinsole:Gyr_Y__psd_highfreq__trial_mean,0.0004431534496310997,frequency
Linsole:Gyr_Mag__energy__trial_mean,0.000442417648430908,spatiotemporal
Linsole:Acc_Y__psd_harmonic__trial_mean,0.00044239679165604417,frequency
Rinsole:Gyr_Mag__cv__trial_max,0.0004406417573898699,spatiotemporal
Linsole:Acc_Z__std__trial_std,0.00044004621014949425,spatiotemporal
Rinsole:Acc_Y__perm_entropy__trial_mean,0.00043981654276597994,entropy
Linsole:Gyr_X__kurtosis__trial_max,0.0004390535906386471,spatiotemporal
Rinsole:Acc_Y__rms__trial_min,0.00043875206070803847,spatiotemporal
Rinsole:Acc_Mag__mean__trial_std,0.00043873979435670146,spatiotemporal
Linsole:Gyr_Y__std__trial_std,0.0004368601675539667,spatiotemporal
Linsole:Acc_X__psd_harmonic__trial_std,0.000433994192524599,frequency
Rinsole:Acc_X__mean__trial_std,0.00043259719645915906,spatiotemporal
Linsole:Acc_Y__mcr__trial_max,0.0004299715908930042,spatiotemporal
Rinsole:Acc_Y__psd_harmonic__trial_std,0.00042903267919601365,frequency
Rinsole:Gyr_Mag__kurtosis__trial_median,0.0004278582392074157,spatiotemporal
Rinsole:Gyr_Y__min__trial_min,0.00042783687049125966,spatiotemporal
Linsole:Gyr_Mag__total_power__trial_mean,0.00042754880724706594,frequency
Rinsole:Acc_Y__dominant_freq__trial_std,0.0004273856553668356,frequency
Linsole:Gyr_X__cv__trial_median,0.0004263753845462448,spatiotemporal
Linsole:Gyr_Y__spectral_centroid__trial_std,0.0004263326905235523,frequency
Rinsole:Gyr_Mag__cv__trial_median,0.0004260583081601055,spatiotemporal
Linsole:Gyr_X__range__trial_max,0.00042499053384581964,spatiotemporal
Linsole:Gyr_Y__rms__trial_median,0.0004231936549734128,spatiotemporal
Rinsole:Gyr_Mag__cv__trial_min,0.00042277589020225394,spatiotemporal
Linsole:Acc_Mag__range__trial_min,0.0004222493179959305,spatiotemporal
Rinsole:Gyr_Mag__range__trial_max,0.00042143186252730115,spatiotemporal
Rinsole:Gyr_Z__rms__trial_mean,0.000421255135545863,spatiotemporal
Rinsole:Gyr_X__spectral_entropy__trial_max,0.00041895798532200207,frequency
Rinsole:Acc_Y__dominant_freq__trial_mean,0.00041880599189628235,frequency
Linsole:Acc_Mag__mcr__trial_median,0.00041812060306657613,spatiotemporal
Rinsole:Gyr_Mag__dominant_freq__trial_mean,0.0004162835139672673,frequency
Rinsole:Acc_Y__perm_entropy__trial_max,0.00041617635545592634,entropy
Linsole:Acc_Mag__skewness__trial_mean,0.00041490909495325135,spatiotemporal
Rinsole:Gyr_Y__range__trial_std,0.0004147960091694014,spatiotemporal
Rinsole:Gyr_Z__mean__trial_std,0.0004142264022656325,spatiotemporal
Linsole:Acc_X__energy__trial_median,0.00041408685287086993,spatiotemporal
Linsole:Acc_Y__mcr__trial_median,0.00041272541563155686,spatiotemporal
Rinsole:Gyr_X__min__trial_median,0.00041151476493931423,spatiotemporal
Rinsole:Acc_Y__energy__trial_median,0.0004112546086831798,spatiotemporal
Linsole:Gyr_Z__spectral_centroid__trial_max,0.00041074608768354605,frequency
Linsole:Acc_X__spectral_entropy__trial_max,0.0004105688050093957,frequency
Rinsole:Gyr_Z__spectral_entropy__trial_max,0.0004089476577202561,frequency
Linsole:Acc_Mag__max__trial_max,0.0004089054786174889,spatiotemporal
Rinsole:Acc_Z__mean__trial_std,0.0004088718127130762,spatiotemporal
Rinsole:Acc_Z__psd_harmonic__trial_min,0.0004074753042448008,frequency
Linsole:Gyr_Z__min__trial_mean,0.00040735420896675743,spatiotemporal
Rinsole:Gyr_Mag__mcr__trial_std,0.0004071738165937006,spatiotemporal
Linsole:Acc_Y__skewness__trial_min,0.000407090447685594,spatiotemporal
Rinsole:Acc_X__std__trial_max,0.0004069925388883683,spatiotemporal
Rinsole:Gyr_X__std__trial_mean,0.00040477127728614197,spatiotemporal
Rinsole:Gyr_Y__std__trial_std,0.0004024102388993424,spatiotemporal
Linsole:Gyr_X__spectral_centroid__trial_min,0.0004000510397226666,frequency
Linsole:Gyr_Y__energy__trial_mean,0.00040002915246212435,spatiotemporal
Linsole:Gyr_Y__kurtosis__trial_std,0.00039991002924466107,spatiotemporal
Rinsole:Gyr_Mag__energy__trial_max,0.00039817115202291683,spatiotemporal
Rinsole:Gyr_X__psd_harmonic__trial_median,0.00039752658653446785,frequency
Rinsole:Acc_Z__total_power__trial_median,0.0003967364682146599,frequency
Rinsole:Acc_Z__range__trial_std,0.00039661907171894173,spatiotemporal
Rinsole:Acc_Z__kurtosis__trial_min,0.0003952545450236695,spatiotemporal
Rinsole:Acc_Z__rms__trial_std,0.0003947922936740723,spatiotemporal
Rinsole:Gyr_Y__spectral_entropy__trial_max,0.00039424934161027674,frequency
Linsole:Acc_Y__range__trial_mean,0.0003907195448576872,spatiotemporal
Linsole:Gyr_Mag__cv__trial_max,0.00039037429170956034,spatiotemporal
Linsole:Acc_Mag__min__trial_median,0.0003902010028884065,spatiotemporal
Linsole:Acc_Z__skewness__trial_min,0.00038994566344329617,spatiotemporal
Rinsole:Gyr_X__zcr__trial_std,0.00038926305628570954,spatiotemporal
Rinsole:Gyr_Y__psd_harmonic__trial_std,0.00038740295635349386,frequency
Rinsole:Gyr_Y__skewness__trial_mean,0.0003868961880992633,spatiotemporal
Rinsole:Acc_X__dominant_freq__trial_std,0.00038601886701841964,frequency
Linsole:Gyr_X__mean__trial_std,0.00038585713218592966,spatiotemporal
Linsole:Gyr_Z__range__trial_std,0.000384541674405591,spatiotemporal
Rinsole:Acc_Y__mcr__trial_mean,0.00038452676156747634,spatiotemporal
Rinsole:Acc_Mag__skewness__trial_std,0.00038270585227947324,spatiotemporal
Linsole:Acc_X__total_power__trial_median,0.0003795958802222802,frequency
Rinsole:Gyr_Z__total_power__trial_mean,0.00037802985603052353,frequency
Rinsole:Acc_X__psd_harmonic__trial_mean,0.0003773579880219602,frequency
Linsole:Acc_Y__rms__trial_max,0.00037734488423404774,spatiotemporal
Rinsole:Gyr_Z__max__trial_mean,0.0003765805517356975,spatiotemporal
Linsole:Gyr_X__total_power__trial_std,0.00037362265519517193,frequency
Rinsole:Acc_Y__energy__trial_mean,0.00037346152762619865,spatiotemporal
Rinsole:Acc_Y__total_power__trial_max,0.0003731708987608785,frequency
Rinsole:Gyr_X__range__trial_std,0.00037221759322124805,spatiotemporal
Linsole:Gyr_Y__dominant_freq__trial_max,0.0003716365288026937,frequency
Linsole:Acc_Z__rms__trial_max,0.00037092457563281964,spatiotemporal
Linsole:Acc_X__kurtosis__trial_std,0.00036996609600010874,spatiotemporal
Rinsole:Gyr_Y__energy__trial_median,0.0003693738373101518,spatiotemporal
Linsole:Gyr_X__perm_entropy__trial_mean,0.00036723743821396476,entropy
Rinsole:Acc_Mag__rms__trial_mean,0.0003650307740074955,spatiotemporal
Rinsole:Gyr_X__spectral_centroid__trial_median,0.0003629291461593428,frequency
Linsole:Acc_X__min__trial_mean,0.00036262396287422167,spatiotemporal
Linsole:Acc_Mag__spectral_entropy__trial_max,0.00036232361985181685,frequency
Linsole:Acc_X__spectral_entropy__trial_std,0.00036008747512049594,frequency
Rinsole:Acc_X__dominant_freq__trial_mean,0.0003596225320295129,frequency
Linsole:Gyr_X__energy__trial_max,0.0003593265554443357,spatiotemporal
Rinsole:Acc_Y__mean__trial_median,0.00035922627109864465,spatiotemporal
Rinsole:Acc_X__spectral_entropy__trial_mean,0.00035717454695897077,frequency
Rinsole:Acc_Y__min__trial_mean,0.0003566886903521131,spatiotemporal
Rinsole:Acc_X__skewness__trial_median,0.00035506751747663634,spatiotemporal
Rinsole:Gyr_Y__zcr__trial_std,0.00035300115627752974,spatiotemporal
Rinsole:Acc_X__energy__trial_max,0.0003529933926943081,spatiotemporal
Rinsole:Acc_Mag__range__trial_std,0.00035284999359595933,spatiotemporal
Linsole:Gyr_X__max__trial_std,0.0003527312586249165,spatiotemporal
Linsole:Acc_Z__zcr__trial_mean,0.00035214271634962106,spatiotemporal
Rinsole:Acc_Mag__kurtosis__trial_mean,0.0003514545092885384,spatiotemporal
Linsole:Gyr_X__max__trial_mean,0.0003510623815260788,spatiotemporal
Rinsole:Gyr_Z__kurtosis__trial_median,0.0003506488405885768,spatiotemporal
Rinsole:Acc_X__total_power__trial_std,0.00035041311388279414,frequency
Linsole:Acc_Mag__kurtosis__trial_std,0.0003495302706297521,spatiotemporal
Linsole:Acc_Mag__energy__trial_mean,0.0003490546096975575,spatiotemporal
Rinsole:Acc_X__spectral_entropy__trial_median,0.0003484782498488088,frequency
Rinsole:Gyr_Mag__skewness__trial_std,0.00034828052105380527,spatiotemporal
Linsole:Gyr_Mag__rms__trial_mean,0.00034726197051472096,spatiotemporal
Linsole:Gyr_Mag__mcr__trial_mean,0.0003472160008575242,spatiotemporal
Linsole:Gyr_Mag__total_power__trial_std,0.0003472136683752225,frequency
Linsole:Gyr_Z__total_power__trial_median,0.0003466723612074719,frequency
Rinsole:Gyr_Z__psd_harmonic__trial_mean,0.00034658397202497475,frequency
Linsole:Gyr_Y__psd_highfreq__trial_mean,0.00034646132751261767,frequency
Linsole:Gyr_Z__energy__trial_max,0.00034586134589825187,spatiotemporal
Linsole:Gyr_X__rms__trial_max,0.0003434160507118379,spatiotemporal
Rinsole:Gyr_Y__kurtosis__trial_median,0.00034328741352545504,spatiotemporal
Linsole:Gyr_Mag__skewness__trial_max,0.0003432847847537647,spatiotemporal
Rinsole:Acc_X__psd_highfreq__trial_median,0.00034316684920200125,frequency
Rinsole:Gyr_Z__zcr__trial_mean,0.0003412099934493942,spatiotemporal
Linsole:Acc_Z__mcr__trial_mean,0.000340401877070493,spatiotemporal
Rinsole:Acc_Y__dominant_freq__trial_median,0.0003396662868971974,frequency
Rinsole:Acc_Mag__skewness__trial_min,0.00033863419273941035,spatiotemporal
Rinsole:Gyr_X__zcr__trial_max,0.0003377150801910463,spatiotemporal
Rinsole:Acc_X__max__trial_max,0.0003370757117546928,spatiotemporal
Rinsole:Gyr_Mag__skewness__trial_mean,0.0003360600378215438,spatiotemporal
Linsole:Gyr_Mag__cv__trial_mean,0.00033597047358277304,spatiotemporal
Linsole:Acc_X__rms__trial_std,0.0003352513214140544,spatiotemporal
Rinsole:Gyr_Z__rms__trial_std,0.0003340273753605146,spatiotemporal
Rinsole:Gyr_Z__min__trial_min,0.0003338688515678438,spatiotemporal
Linsole:Acc_Y__energy__trial_mean,0.0003329842115992741,spatiotemporal
Rinsole:Acc_Z__range__trial_mean,0.00033254308106587957,spatiotemporal
Rinsole:Gyr_Mag__skewness__trial_max,0.0003321723408097036,spatiotemporal
Rinsole:Gyr_Y__total_power__trial_mean,0.00033070398792183793,frequency
Linsole:Acc_Mag__skewness__trial_std,0.0003304052346320583,spatiotemporal
Rinsole:Acc_Z__total_power__trial_max,0.0003301536781910908,frequency
Rinsole:Acc_Mag__perm_entropy__trial_median,0.0003295362830167029,entropy
Linsole:Gyr_Mag__perm_entropy__trial_median,0.00032920860929327485,entropy
Rinsole:Acc_Y__spectral_centroid__trial_min,0.00032834932073550025,frequency
Rinsole:Gyr_X__cv__trial_median,0.0003282242984202458,spatiotemporal
Linsole:Acc_X__mean__trial_median,0.00032789644713895986,spatiotemporal
Linsole:Gyr_X__psd_harmonic__trial_median,0.00032777674400025024,frequency
Rinsole:Acc_Mag__kurtosis__trial_median,0.0003253425711961351,spatiotemporal
Linsole:Acc_X__rms__trial_median,0.00032530964517997143,spatiotemporal
Linsole:Acc_Mag__perm_entropy__trial_max,0.0003233970039443831,entropy
Linsole:Acc_Z__max__trial_std,0.00032245032383065105,spatiotemporal
Linsole:Acc_Mag__dominant_freq__trial_std,0.00032205478680634567,frequency
Rinsole:Gyr_Mag__skewness__trial_median,0.00032171825696328206,spatiotemporal
Linsole:Gyr_Mag__min__trial_std,0.0003191909381024706,spatiotemporal
Linsole:Gyr_Z__kurtosis__trial_max,0.0003183488010409549,spatiotemporal
Rinsole:Gyr_Mag__range__trial_min,0.00031834705962340595,spatiotemporal
Rinsole:Acc_Mag__max__trial_median,0.00031768691568537233,spatiotemporal
Rinsole:Acc_X__max__trial_median,0.00031665707171690317,spatiotemporal
Rinsole:Acc_Y__cv__trial_min,0.0003165258206510992,spatiotemporal
Rinsole:Gyr_X__total_power__trial_median,0.0003147833078332704,frequency
Rinsole:Gyr_Z__skewness__trial_min,0.000314714422687572,spatiotemporal
Linsole:Acc_Y__skewness__trial_std,0.00031410134972299005,spatiotemporal
Linsole:Acc_X__mean__trial_std,0.0003125100846096486,spatiotemporal
Linsole:Gyr_Y__max__trial_std,0.00031238768699601885,spatiotemporal
Linsole:Gyr_X__spectral_centroid__trial_mean,0.0003121350528513556,frequency
Linsole:Acc_Y__rms__trial_std,0.0003114505029330149,spatiotemporal
Linsole:Acc_X__skewness__trial_std,0.0003113337146933509,spatiotemporal
Rinsole:Acc_Y__spectral_entropy__trial_std,0.00031105544786691074,frequency
Rinsole:Gyr_Y__energy__trial_max,0.0003108936531354804,spatiotemporal
Linsole:Gyr_Y__total_power__trial_mean,0.00031082649235276446,frequency
Rinsole:Gyr_Z__zcr__trial_std,0.0003106124016285405,spatiotemporal
Linsole:Gyr_Y__range__trial_median,0.0003102691086525946,spatiotemporal
Rinsole:Gyr_Z__psd_harmonic__trial_median,0.00030974445531413143,frequency
Linsole:Acc_Y__total_power__trial_max,0.00030762931437646704,frequency
Rinsole:Gyr_X__min__trial_mean,0.0003070577198090465,spatiotemporal
Linsole:Gyr_X__energy__trial_mean,0.00030498738432270343,spatiotemporal
Rinsole:Acc_Z__spectral_entropy__trial_mean,0.00030492149031882606,frequency
Linsole:Acc_Z__min__trial_median,0.00030476638562373205,spatiotemporal
Rinsole:Acc_X__std__trial_mean,0.00030434256806665067,spatiotemporal
Rinsole:Gyr_X__cv__trial_mean,0.0003034392790669799,spatiotemporal
Rinsole:Gyr_Y__mcr__trial_mean,0.00030212968259922903,spatiotemporal
Linsole:Acc_Y__psd_harmonic__trial_max,0.00030178595581582167,frequency
Linsole:Gyr_Mag__kurtosis__trial_min,0.00030178368898650757,spatiotemporal
Linsole:Gyr_X__range__trial_std,0.00030160530664261433,spatiotemporal
Linsole:Acc_Y__std__trial_std,0.0003007951823626638,spatiotemporal
Rinsole:Gyr_Y__psd_harmonic__trial_mean,0.0003003008013610146,frequency
Linsole:Acc_X__cv__trial_median,0.00029966624225626076,spatiotemporal
Rinsole:Gyr_Z__skewness__trial_std,0.00029964104868780993,spatiotemporal
Rinsole:Acc_Mag__perm_entropy__trial_mean,0.0002985653236288394,entropy
Rinsole:Acc_Mag__spectral_entropy__trial_min,0.00029840574830731397,frequency
Linsole:Acc_X__total_power__trial_mean,0.00029763951363374197,frequency
Rinsole:Acc_Z__mean__trial_median,0.0002975743665094822,spatiotemporal
Linsole:Acc_X__dominant_freq__trial_max,0.00029634306720440954,frequency
Rinsole:Acc_Z__total_power__trial_mean,0.0002961637946216552,frequency
Rinsole:Acc_Mag__energy__trial_mean,0.00029580681414165716,spatiotemporal
Rinsole:Acc_X__skewness__trial_min,0.0002951645720842139,spatiotemporal
Linsole:Acc_Y__total_power__trial_mean,0.00029456502099529084,frequency
Linsole:Acc_X__psd_highfreq__trial_median,0.0002912429962694206,frequency
Linsole:Gyr_Mag__rms__trial_std,0.00028916337673485246,spatiotemporal
Linsole:Acc_Mag__range__trial_std,0.00028858019975222857,spatiotemporal
Linsole:Acc_Mag__energy__trial_max,0.0002871983471353636,spatiotemporal
Rinsole:Gyr_Z__spectral_entropy__trial_mean,0.00028665494598327924,frequency
Linsole:Gyr_Y__rms__trial_std,0.00028586132364582086,spatiotemporal
Linsole:Acc_Z__psd_harmonic__trial_std,0.0002850691952381479,frequency
Linsole:Acc_Mag__dominant_freq__trial_max,0.0002848282817566858,frequency
Rinsole:Gyr_Mag__spectral_entropy__trial_max,0.00028433601691832763,frequency
Linsole:Acc_Y__total_power__trial_median,0.00028414052656466795,frequency
Linsole:Acc_X__std__trial_max,0.00028337693794565046,spatiotemporal
Rinsole:Gyr_X__mean__trial_max,0.0002833527563691186,spatiotemporal
Rinsole:Acc_Y__mcr__trial_std,0.00028314965776920093,spatiotemporal
Rinsole:Acc_Z__perm_entropy__trial_median,0.0002814561991256049,entropy
Linsole:Acc_X__energy__trial_std,0.00028043311003469394,spatiotemporal
Rinsole:Acc_Y__spectral_centroid__trial_mean,0.0002800890683496461,frequency
Linsole:Acc_Mag__range__trial_max,0.0002793572031955431,spatiotemporal
Linsole:Gyr_Z__rms__trial_median,0.00027768690733983236,spatiotemporal
Linsole:Gyr_Mag__cv__trial_median,0.00027670101456729395,spatiotemporal
Linsole:Acc_X__perm_entropy__trial_max,0.0002760796738453498,entropy
Linsole:Gyr_Z__total_power__trial_max,0.00027538640732455383,frequency
Rinsole:Gyr_Mag__spectral_centroid__trial_mean,0.0002732672979634538,frequency
Rinsole:Acc_Z__mean__trial_max,0.0002729661368918051,spatiotemporal
Rinsole:Gyr_Y__cv__trial_mean,0.0002721542307756379,spatiotemporal
Linsole:Acc_Z__max__trial_max,0.0002719771482087422,spatiotemporal
Linsole:Acc_Y__max__trial_median,0.00027113383543869767,spatiotemporal
Linsole:Gyr_Mag__spectral_centroid__trial_std,0.000270530866917197,frequency
Rinsole:Gyr_X__spectral_centroid__trial_min,0.0002704531704623452,frequency
Rinsole:Gyr_Mag__psd_highfreq__trial_std,0.00026855138326270647,frequency
Linsole:Gyr_Mag__energy__trial_max,0.0002683322466859954,spatiotemporal
Rinsole:Gyr_X__psd_highfreq__trial_median,0.0002669863286378142,frequency
Rinsole:Gyr_X__dominant_freq__trial_std,0.00026610483795004494,frequency
Rinsole:Gyr_Y__energy__trial_mean,0.0002660314156108667,spatiotemporal
Linsole:Gyr_Mag__min__trial_min,0.00026521082624577307,spatiotemporal
Rinsole:Gyr_Mag__psd_harmonic__trial_std,0.0002621156469853064,frequency
Rinsole:Acc_Y__min__trial_median,0.0002617380844577758,spatiotemporal
Rinsole:Acc_Mag__spectral_centroid__trial_mean,0.00026082038250435776,frequency
Linsole:Acc_Z__std__trial_median,0.0002599943427009719,spatiotemporal
Rinsole:Acc_Mag__mean__trial_mean,0.0002591533099091476,spatiotemporal
Rinsole:Acc_Z__std__trial_mean,0.0002591446762762026,spatiotemporal
Linsole:Acc_Z__kurtosis__trial_min,0.0002590722771139023,spatiotemporal
Linsole:Gyr_Mag__range__trial_mean,0.0002582725018972696,spatiotemporal
Linsole:Acc_Z__psd_highfreq__trial_std,0.0002575320195985509,frequency
Linsole:Gyr_Y__skewness__trial_mean,0.00025738913878202657,spatiotemporal
Linsole:Gyr_Z__energy__trial_std,0.000257355591391643,spatiotemporal
Rinsole:Gyr_X__spectral_centroid__trial_max,0.0002573482712899655,frequency
Linsole:Gyr_X__total_power__trial_mean,0.0002567930813891872,frequency
Rinsole:Acc_Mag__total_power__trial_max,0.000255555929548793,frequency
Linsole:Gyr_Mag__skewness__trial_median,0.0002551876151337767,spatiotemporal
Rinsole:Gyr_Mag__energy__trial_median,0.0002543104012078137,spatiotemporal
Rinsole:Acc_Y__spectral_centroid__trial_max,0.0002538862796682528,frequency
Rinsole:Acc_Mag__total_power__trial_mean,0.0002533723056863038,frequency
Linsole:Gyr_Y__zcr__trial_max,0.0002523627894271332,spatiotemporal
Rinsole:Acc_X__dominant_freq__trial_max,0.0002522663218183298,frequency
Linsole:Gyr_Y__rms__trial_min,0.00025226098919458944,spatiotemporal
Linsole:Acc_X__cv__trial_mean,0.0002518542752795621,spatiotemporal
Rinsole:Acc_Z__max__trial_std,0.00025100795034138456,spatiotemporal
Rinsole:Acc_Y__mcr__trial_median,0.000250836880338144,spatiotemporal
Rinsole:Gyr_Mag__total_power__trial_min,0.0002507754296241153,frequency
Rinsole:Gyr_Mag__total_power__trial_median,0.0002505997561983335,frequency
Rinsole:Acc_Mag__energy__trial_median,0.00025051807795500446,spatiotemporal
Linsole:Acc_X__spectral_entropy__trial_median,0.0002481400546397839,frequency
Linsole:Gyr_Mag__dominant_freq__trial_max,0.0002465048498304906,frequency
Linsole:Acc_Z__energy__trial_median,0.0002456653859799656,spatiotemporal
Linsole:Gyr_X__cv__trial_max,0.00024508116424884344,spatiotemporal
Linsole:Acc_Mag__max__trial_std,0.0002449002147456387,spatiotemporal
Linsole:Gyr_Mag__std__trial_std,0.00024460206607618203,spatiotemporal
Linsole:Acc_Z__max__trial_median,0.00024449757829067396,spatiotemporal
Linsole:Gyr_Mag__skewness__trial_std,0.00024208632064913333,spatiotemporal
Linsole:Acc_Y__energy__trial_max,0.00024003430443497408,spatiotemporal
Linsole:Acc_Z__total_power__trial_std,0.00023975592331742024,frequency
Rinsole:Acc_Mag__mcr__trial_mean,0.00023964187274351522,spatiotemporal
Linsole:Gyr_Mag__mean__trial_mean,0.00023756566958724336,spatiotemporal
Linsole:Acc_Mag__cv__trial_std,0.00023671671038537502,spatiotemporal
Linsole:Acc_X__std__trial_min,0.00023664790112537282,spatiotemporal
Rinsole:Acc_Z__energy__trial_std,0.00023658086839912075,spatiotemporal
Rinsole:Acc_Y__rms__trial_mean,0.00023547614822862543,spatiotemporal
Linsole:Gyr_X__min__trial_min,0.0002350431639974561,spatiotemporal
Linsole:Gyr_Z__skewness__trial_min,0.0002342669045651493,spatiotemporal
Rinsole:Gyr_Z__zcr__trial_max,0.00023377346767893773,spatiotemporal
Linsole:Acc_Y__psd_highfreq__trial_mean,0.00023324736851007888,frequency
Rinsole:Acc_Mag__range__trial_max,0.00023294395400776143,spatiotemporal
Rinsole:Acc_Z__kurtosis__trial_std,0.00023139907458497922,spatiotemporal
Rinsole:Gyr_Mag__min__trial_min,0.0002313826852944961,spatiotemporal
Linsole:Gyr_Z__psd_highfreq__trial_std,0.00023126231445736963,frequency
Linsole:Gyr_Mag__psd_harmonic__trial_max,0.00023080793529098542,frequency
Rinsole:Acc_Y__psd_harmonic__trial_median,0.0002307451774161322,frequency
Rinsole:Acc_Mag__max__trial_std,0.00023046257923837573,spatiotemporal
Linsole:Gyr_Mag__mcr__trial_median,0.00022894869175195192,spatiotemporal
Linsole:Gyr_Y__cv__trial_max,0.00022835009273076834,spatiotemporal
Linsole:Acc_Mag__skewness__trial_median,0.0002268161766852508,spatiotemporal
Linsole:Gyr_Y__mcr__trial_mean,0.00022561671871319924,spatiotemporal
Linsole:Acc_Mag__kurtosis__trial_max,0.00022281915069336772,spatiotemporal
Rinsole:Acc_Y__std__trial_mean,0.0002219297134080881,spatiotemporal
Linsole:Acc_Z__rms__trial_mean,0.0002218866758868228,spatiotemporal
Rinsole:Gyr_Z__max__trial_median,0.00022141191111606684,spatiotemporal
Linsole:Gyr_Y__cv__trial_mean,0.000219873038845301,spatiotemporal
Rinsole:Acc_Z__perm_entropy__trial_mean,0.00021958162046742562,entropy
Rinsole:Gyr_Mag__skewness__trial_min,0.00021945977877331003,spatiotemporal
Linsole:Gyr_Z__mcr__trial_median,0.00021862067730318128,spatiotemporal
Rinsole:Acc_Mag__psd_harmonic__trial_median,0.00021857822660901793,frequency
Linsole:Acc_Y__spectral_centroid__trial_median,0.00021847094465600683,frequency
Rinsole:Gyr_Y__psd_harmonic__trial_median,0.00021843181571125616,frequency
Linsole:Gyr_Y__min__trial_min,0.0002180645687302489,spatiotemporal
Rinsole:Acc_Y__mean__trial_std,0.00021684225132736609,spatiotemporal
Linsole:Gyr_Y__spectral_entropy__trial_median,0.00021666584595910537,frequency
Linsole:Acc_Z__total_power__trial_median,0.00021661011492201096,frequency
Rinsole:Gyr_X__total_power__trial_max,0.00021447044656795644,frequency
Linsole:Gyr_Y__dominant_freq__trial_mean,0.0002139503021039886,frequency
Rinsole:Gyr_Z__dominant_freq__trial_mean,0.00021329108794328883,frequency
Linsole:Acc_Mag__cv__trial_min,0.00021300648262160944,spatiotemporal
Linsole:Gyr_Mag__std__trial_mean,0.00021048602250258304,spatiotemporal
Rinsole:Gyr_Z__cv__trial_mean,0.00021017884906788687,spatiotemporal
Linsole:Acc_X__rms__trial_max,0.00021013933520005023,spatiotemporal
Linsole:Acc_Mag__perm_entropy__trial_mean,0.00020945728799877372,entropy
Linsole:Gyr_Z__cv__trial_max,0.00020779875088761384,spatiotemporal
Linsole:Gyr_X__total_power__trial_max,0.0002076352298156124,frequency
Rinsole:Acc_Mag__psd_harmonic__trial_max,0.000205749756899929,frequency
Rinsole:Acc_X__min__trial_median,0.0002051766999651952,spatiotemporal
Rinsole:Gyr_Y__kurtosis__trial_max,0.00020297768606349127,spatiotemporal
Linsole:Gyr_X__std__trial_std,0.0002025518390316627,spatiotemporal
Rinsole:Acc_Mag__cv__trial_mean,0.00020242313692662924,spatiotemporal
Rinsole:Acc_Z__psd_harmonic__trial_median,0.00020236384403738434,frequency
Rinsole:Gyr_Y__mcr__trial_std,0.00020137519132195424,spatiotemporal
Rinsole:Acc_Mag__mean__trial_max,0.00020127527836681799,spatiotemporal
Linsole:Gyr_Y__cv__trial_std,0.00020036180633856173,spatiotemporal
Rinsole:Acc_Z__spectral_entropy__trial_min,0.0001996471479770966,frequency
Rinsole:Gyr_Y__std__trial_min,0.000199441097153234,spatiotemporal
Rinsole:Acc_Mag__kurtosis__trial_std,0.00019935557049230603,spatiotemporal
Rinsole:Gyr_X__skewness__trial_max,0.0001989554469506861,spatiotemporal
Rinsole:Gyr_Z__zcr__trial_median,0.00019893409330881557,spatiotemporal
Linsole:Gyr_Y__rms__trial_max,0.00019867302859475665,spatiotemporal
