feature,importance,feat_type
Linsole:Acc_Z__mcr__trial_min,0.0008720639802459392,spatiotemporal
Linsole:Gyr_Z__min__trial_min,0.0008695815028404689,spatiotemporal
Linsole:Gyr_X__skewness__trial_median,0.0008685231763964446,spatiotemporal
Rinsole:Gyr_Mag__energy__trial_min,0.0008661307042601278,spatiotemporal
Rinsole:Acc_Y__rms__trial_max,0.0008611459326938208,spatiotemporal
Rinsole:Gyr_X__kurtosis__trial_min,0.0008605674043996581,spatiotemporal
Rinsole:Acc_Mag__spectral_centroid__trial_min,0.0008584327179667202,frequency
Rinsole:Acc_Z__dominant_freq__trial_min,0.0008550811156380592,frequency
Linsole:Gyr_X__rms__trial_median,0.0008549634057491042,spatiotemporal
Rinsole:Acc_Y__psd_highfreq__trial_max,0.0008529118086679688,frequency
Linsole:Gyr_Z__std__trial_median,0.0008528742413862425,spatiotemporal
Rinsole:Gyr_X__mean__trial_median,0.000852867588544513,spatiotemporal
Linsole:Gyr_Z__psd_highfreq__trial_max,0.0008525856920725987,frequency
Linsole:Acc_Y__mean__trial_mean,0.0008512383244235705,spatiotemporal
Linsole:Gyr_X__rms__trial_min,0.00084964768673969,spatiotemporal
Linsole:Gyr_Y__spectral_entropy__trial_std,0.0008492172434813647,frequency
Linsole:Acc_Y__skewness__trial_max,0.0008481518519371788,spatiotemporal
Rinsole:Gyr_Z__range__trial_std,0.00084530375315953,spatiotemporal
Linsole:Gyr_X__cv__trial_std,0.0008451887358766554,spatiotemporal
Linsole:Gyr_X__zcr__trial_max,0.000845080343299479,spatiotemporal
Rinsole:Acc_Z__mean__trial_mean,0.0008443333572759208,spatiotemporal
Linsole:Gyr_Y__mcr__trial_std,0.0008437011237330646,spatiotemporal
Linsole:Acc_X__dominant_freq__trial_mean,0.0008433081457010941,frequency
Linsole:Acc_Y__kurtosis__trial_mean,0.0008413646435434746,spatiotemporal
Rinsole:Gyr_X__skewness__trial_mean,0.0008402417654698211,spatiotemporal
Rinsole:Acc_Mag__min__trial_mean,0.0008394528040165456,spatiotemporal
Rinsole:Acc_Y__energy__trial_std,0.0008366641180245315,spatiotemporal
Linsole:Gyr_Z__min__trial_max,0.0008360278871340448,spatiotemporal
Linsole:Gyr_X__spectral_centroid__trial_std,0.000834940246370566,frequency
Linsole:Acc_X__psd_harmonic__trial_min,0.0008331379862277496,frequency
Rinsole:Gyr_Z__kurtosis__trial_max,0.0008324987586164022,spatiotemporal
Linsole:Acc_Y__skewness__trial_median,0.0008314410244439143,spatiotemporal
Rinsole:Acc_Z__total_power__trial_std,0.0008308854400624362,frequency
Rinsole:Gyr_Y__spectral_centroid__trial_mean,0.000830171796121312,frequency
Rinsole:Acc_Y__std__trial_min,0.000829823609363213,spatiotemporal
Linsole:Acc_Z__perm_entropy__trial_median,0.0008269837481117434,entropy
Rinsole:Gyr_X__range__trial_mean,0.0008237163285541538,spatiotemporal
Rinsole:Gyr_Y__max__trial_max,0.0008220036613049707,spatiotemporal
Linsole:Acc_Y__zcr__trial_max,0.0008209622807611887,spatiotemporal
Rinsole:Gyr_X__mcr__trial_std,0.0008206483809419145,spatiotemporal
Rinsole:Gyr_X__range__trial_max,0.0008186200526225665,spatiotemporal
Rinsole:Gyr_Mag__min__trial_median,0.0008186069599506947,spatiotemporal
Linsole:Gyr_Z__skewness__trial_median,0.0008185365880654249,spatiotemporal
Linsole:Gyr_Z__mcr__trial_std,0.0008172072142029577,spatiotemporal
Rinsole:Acc_X__rms__trial_min,0.0008166107473422574,spatiotemporal
Linsole:Acc_Y__min__trial_min,0.0008165313821193106,spatiotemporal
Rinsole:Gyr_Z__cv__trial_min,0.0008162212292719668,spatiotemporal
Rinsole:Gyr_X__std__trial_max,0.0008159269923557855,spatiotemporal
Rinsole:Acc_X__cv__trial_min,0.000815722121842945,spatiotemporal
Rinsole:Gyr_Z__rms__trial_max,0.0008152116166015771,spatiotemporal
Rinsole:Acc_X__skewness__trial_max,0.0008148802905033236,spatiotemporal
Linsole:Acc_Y__max__trial_std,0.0008122847064581468,spatiotemporal
Linsole:Acc_Y__perm_entropy__trial_std,0.0008061315888515265,entropy
Linsole:Gyr_Z__rms__trial_mean,0.0008034605375771777,spatiotemporal
Linsole:Acc_X__mean__trial_min,0.0007972724598516306,spatiotemporal
Linsole:Gyr_Mag__cv__trial_std,0.0007970887805941282,spatiotemporal
Linsole:Gyr_Mag__psd_harmonic__trial_std,0.0007967338509147859,frequency
Rinsole:Gyr_Y__spectral_centroid__trial_std,0.0007959063984346715,frequency
Rinsole:Acc_Z__spectral_entropy__trial_std,0.0007957767403930442,frequency
Linsole:Acc_Z__spectral_entropy__trial_mean,0.0007948711631209167,frequency
Linsole:Gyr_Z__psd_harmonic__trial_std,0.0007946391654320023,frequency
Linsole:Gyr_X__spectral_entropy__trial_max,0.0007937702714411288,frequency
Linsole:Acc_Z__cv__trial_std,0.000793417184813034,spatiotemporal
Linsole:Gyr_Mag__range__trial_min,0.000792507877136513,spatiotemporal
Rinsole:Gyr_Y__range__trial_mean,0.0007909803272882874,spatiotemporal
Rinsole:Acc_Y__kurtosis__trial_median,0.0007906497529404743,spatiotemporal
Rinsole:Acc_Mag__total_power__trial_min,0.0007891202505717184,frequency
Rinsole:Acc_Z__cv__trial_min,0.0007859106217350739,spatiotemporal
Linsole:Gyr_Y__spectral_entropy__trial_max,0.0007856193532218835,frequency
Linsole:Acc_Z__dominant_freq__trial_mean,0.0007793307936884128,frequency
Rinsole:Acc_Y__min__trial_max,0.000779116448851334,spatiotemporal
Rinsole:Gyr_Mag__kurtosis__trial_max,0.0007781083429993968,spatiotemporal
Linsole:Acc_Y__psd_harmonic__trial_min,0.0007770572654309061,frequency
Linsole:Gyr_Z__min__trial_median,0.0007704396924848498,spatiotemporal
Linsole:Acc_X__zcr__trial_mean,0.0007665474182823416,spatiotemporal
Rinsole:Acc_Y__perm_entropy__trial_median,0.0007657799036357335,entropy
Linsole:Acc_Z__perm_entropy__trial_max,0.0007648024488227937,entropy
Rinsole:Gyr_X__perm_entropy__trial_max,0.0007642788805596895,entropy
Rinsole:Gyr_Z__mean__trial_min,0.0007635366892593907,spatiotemporal
Rinsole:Gyr_Mag__spectral_entropy__trial_mean,0.0007630790129942794,frequency
Rinsole:Gyr_X__psd_harmonic__trial_max,0.0007624593217050063,frequency
Linsole:Gyr_Z__range__trial_mean,0.0007622796835828622,spatiotemporal
Rinsole:Gyr_X__mean__trial_std,0.0007611228894437958,spatiotemporal
Linsole:Gyr_Z__max__trial_median,0.0007608612758127317,spatiotemporal
Linsole:Gyr_X__range__trial_mean,0.0007606946102067729,spatiotemporal
Rinsole:Acc_Mag__spectral_centroid__trial_median,0.0007588825935919122,frequency
Rinsole:Gyr_X__cv__trial_min,0.0007586442388334819,spatiotemporal
Linsole:Acc_Mag__rms__trial_median,0.0007580861814468188,spatiotemporal
Linsole:Gyr_Mag__spectral_entropy__trial_std,0.0007570239478552585,frequency
Rinsole:Gyr_Mag__std__trial_median,0.0007567199050543217,spatiotemporal
Rinsole:Acc_Z__psd_highfreq__trial_std,0.0007532113371747753,frequency
Rinsole:Gyr_X__spectral_centroid__trial_mean,0.0007531142911729068,frequency
Rinsole:Gyr_X__perm_entropy__trial_min,0.0007522171295146447,entropy
Linsole:Gyr_Y__max__trial_median,0.0007520014666037091,spatiotemporal
Rinsole:Gyr_Mag__mean__trial_min,0.0007507510417496025,spatiotemporal
Rinsole:Acc_Y__psd_highfreq__trial_median,0.0007503417101376755,frequency
Linsole:Gyr_Mag__dominant_freq__trial_std,0.0007489191579790342,frequency
Rinsole:Gyr_X__mean__trial_mean,0.00074880325818793,spatiotemporal
Rinsole:Acc_Y__mean__trial_min,0.0007473130591485258,spatiotemporal
Rinsole:Gyr_Mag__spectral_entropy__trial_std,0.0007452018152424879,frequency
Rinsole:Gyr_X__total_power__trial_std,0.0007443701043835112,frequency
Rinsole:Acc_X__min__trial_std,0.000744286962004148,spatiotemporal
Linsole:Acc_Y__zcr__trial_std,0.0007438424427802204,spatiotemporal
Linsole:Gyr_Mag__skewness__trial_min,0.0007413574474859872,spatiotemporal
Rinsole:Gyr_Y__mean__trial_std,0.0007392197653836715,spatiotemporal
Rinsole:Gyr_Y__psd_highfreq__trial_std,0.0007387358894425535,frequency
Linsole:Acc_Z__min__trial_mean,0.0007370856370775609,spatiotemporal
Rinsole:Acc_Y__std__trial_max,0.000736430108734564,spatiotemporal
Linsole:Gyr_Z__zcr__trial_median,0.0007356520336101423,spatiotemporal
Rinsole:Gyr_X__rms__trial_max,0.0007350003251540536,spatiotemporal
Rinsole:Acc_Y__energy__trial_max,0.0007340303753297972,spatiotemporal
Rinsole:Gyr_Mag__std__trial_max,0.000733294770985236,spatiotemporal
Linsole:Gyr_Z__kurtosis__trial_min,0.0007321899479229233,spatiotemporal
Rinsole:Gyr_Mag__rms__trial_mean,0.000728742916153911,spatiotemporal
Rinsole:Acc_Mag__min__trial_std,0.0007285522462053154,spatiotemporal
Rinsole:Acc_Y__mean__trial_max,0.0007276101918976121,spatiotemporal
Linsole:Acc_Z__mcr__trial_max,0.0007254436030836441,spatiotemporal
Linsole:Gyr_Z__std__trial_std,0.0007247735562930967,spatiotemporal
Rinsole:Acc_Z__dominant_freq__trial_std,0.000723586865622777,frequency
Linsole:Gyr_Mag__mcr__trial_std,0.0007227102393233479,spatiotemporal
Rinsole:Acc_X__range__trial_max,0.0007197367488756179,spatiotemporal
Rinsole:Acc_Mag__psd_harmonic__trial_std,0.0007189175279961904,frequency
Linsole:Acc_Y__perm_entropy__trial_max,0.00071568795444985,entropy
Linsole:Acc_X__kurtosis__trial_max,0.0007134034822428279,spatiotemporal
Rinsole:Acc_X__spectral_centroid__trial_max,0.0007125081826762268,frequency
Linsole:Acc_Y__psd_highfreq__trial_std,0.0007122037211453039,frequency
Linsole:Acc_Mag__min__trial_min,0.0007117822286439084,spatiotemporal
Rinsole:Acc_Z__max__trial_median,0.0007114684231203641,spatiotemporal
Rinsole:Acc_X__kurtosis__trial_median,0.0007071811952466034,spatiotemporal
Linsole:Gyr_Mag__spectral_centroid__trial_max,0.0007059015648688599,frequency
Rinsole:Gyr_Z__cv__trial_median,0.0007043600122426805,spatiotemporal
Rinsole:Gyr_X__max__trial_max,0.0006992061100059565,spatiotemporal
Linsole:Gyr_X__spectral_entropy__trial_median,0.0006945316690405865,frequency
Rinsole:Gyr_X__energy__trial_std,0.0006903770235376306,spatiotemporal
Rinsole:Acc_Z__min__trial_std,0.0006892233709185338,spatiotemporal
Linsole:Gyr_X__std__trial_mean,0.0006889951685633718,spatiotemporal
Linsole:Gyr_Y__mean__trial_max,0.0006885618384683357,spatiotemporal
Rinsole:Gyr_Z__min__trial_median,0.0006879085860988858,spatiotemporal
Linsole:Gyr_Z__total_power__trial_mean,0.0006872575398004466,frequency
Linsole:Gyr_X__rms__trial_std,0.0006852268521290162,spatiotemporal
Linsole:Gyr_X__min__trial_median,0.0006846850920982006,spatiotemporal
Linsole:Acc_X__energy__trial_max,0.0006829082847952142,spatiotemporal
Rinsole:Gyr_Z__cv__trial_max,0.0006824994857365073,spatiotemporal
Rinsole:Acc_X__mcr__trial_std,0.0006816646590392403,spatiotemporal
Linsole:Gyr_Z__kurtosis__trial_mean,0.0006812647914356099,spatiotemporal
Rinsole:Gyr_X__energy__trial_max,0.0006808920533514999,spatiotemporal
Rinsole:Gyr_Z__perm_entropy__trial_min,0.000680103133726954,entropy
Linsole:Acc_X__kurtosis__trial_median,0.0006793991882600542,spatiotemporal
Rinsole:Acc_Y__kurtosis__trial_min,0.0006790020953463002,spatiotemporal
Linsole:Acc_Y__spectral_entropy__trial_std,0.0006757783292805911,frequency
Linsole:Acc_Mag__spectral_entropy__trial_median,0.000674731108393396,frequency
Rinsole:Acc_Y__spectral_entropy__trial_median,0.000674135554968488,frequency
Rinsole:Gyr_Y__spectral_centroid__trial_max,0.0006716578297504165,frequency
Rinsole:Gyr_Z__kurtosis__trial_std,0.0006707923907852279,spatiotemporal
Rinsole:Acc_X__max__trial_min,0.0006703945431150826,spatiotemporal
Rinsole:Acc_Z__range__trial_min,0.0006700449736740642,spatiotemporal
Linsole:Acc_Mag__spectral_centroid__trial_mean,0.0006673506064809369,frequency
Rinsole:Acc_Y__spectral_centroid__trial_std,0.0006659317835785247,frequency
Linsole:Gyr_Z__mcr__trial_max,0.0006653784308702023,spatiotemporal
Rinsole:Gyr_Z__std__trial_mean,0.0006652299605445598,spatiotemporal
Linsole:Gyr_Z__psd_highfreq__trial_median,0.0006632964625019035,frequency
Linsole:Acc_Y__spectral_centroid__trial_mean,0.0006624644109877736,frequency
Linsole:Acc_Z__mcr__trial_median,0.0006622991358020041,spatiotemporal
Rinsole:Acc_Y__skewness__trial_median,0.0006616350841040956,spatiotemporal
Rinsole:Acc_X__mcr__trial_median,0.0006588699432218786,spatiotemporal
Linsole:Acc_Y__range__trial_median,0.0006586568427491552,spatiotemporal
Rinsole:Gyr_X__mcr__trial_max,0.0006575200510729689,spatiotemporal
Rinsole:Acc_X__kurtosis__trial_std,0.0006574088647147285,spatiotemporal
Rinsole:Acc_Y__kurtosis__trial_max,0.0006570870251389035,spatiotemporal
Rinsole:Gyr_X__rms__trial_median,0.0006515604488843413,spatiotemporal
Rinsole:Gyr_Mag__max__trial_min,0.0006493890965269854,spatiotemporal
Rinsole:Gyr_Z__perm_entropy__trial_mean,0.000647540727340613,entropy
Rinsole:Gyr_Z__dominant_freq__trial_std,0.0006473090593631987,frequency
Linsole:Acc_X__psd_highfreq__trial_std,0.0006451015723690428,frequency
Rinsole:Gyr_X__energy__trial_mean,0.0006443203759336293,spatiotemporal
Rinsole:Gyr_Z__cv__trial_std,0.0006433724212539872,spatiotemporal
Rinsole:Gyr_Y__cv__trial_std,0.0006414800933586543,spatiotemporal
Rinsole:Acc_Z__kurtosis__trial_max,0.0006380531000704115,spatiotemporal
Rinsole:Acc_Y__spectral_centroid__trial_median,0.0006372510400565275,frequency
Linsole:Acc_Y__rms__trial_min,0.0006353623264723656,spatiotemporal
Rinsole:Gyr_Z__total_power__trial_max,0.000634878947929693,frequency
Rinsole:Gyr_Y__zcr__trial_max,0.0006293472704807526,spatiotemporal
Linsole:Acc_X__spectral_centroid__trial_std,0.0006274003216267429,frequency
Rinsole:Gyr_Mag__rms__trial_median,0.0006269667924678132,spatiotemporal
Rinsole:Gyr_Mag__spectral_centroid__trial_max,0.000626814236034099,frequency
Linsole:Acc_Y__zcr__trial_mean,0.0006262027671110691,spatiotemporal
Linsole:Gyr_X__mean__trial_min,0.0006251431737071883,spatiotemporal
Linsole:Acc_Y__kurtosis__trial_std,0.0006244559603058386,spatiotemporal
Linsole:Gyr_Mag__skewness__trial_mean,0.0006240416020846351,spatiotemporal
Linsole:Gyr_X__skewness__trial_max,0.0006230877186661663,spatiotemporal
Rinsole:Gyr_X__skewness__trial_std,0.0006205160324826738,spatiotemporal
Linsole:Gyr_Y__zcr__trial_mean,0.0006193389848142653,spatiotemporal
Linsole:Acc_Y__mean__trial_max,0.0006187010922410941,spatiotemporal
Linsole:Gyr_X__psd_highfreq__trial_max,0.0006183194993118453,frequency
Linsole:Gyr_Z__skewness__trial_mean,0.0006179412567825414,spatiotemporal
Rinsole:Gyr_Z__std__trial_max,0.0006177482868330545,spatiotemporal
Rinsole:Gyr_X__psd_harmonic__trial_mean,0.0006175942526302045,frequency
Rinsole:Acc_X__mean__trial_mean,0.0006161981837097285,spatiotemporal
Rinsole:Acc_Mag__skewness__trial_median,0.000615950391706519,spatiotemporal
Linsole:Acc_X__min__trial_min,0.0006151601752069583,spatiotemporal
Linsole:Acc_Y__energy__trial_min,0.0006141643901931055,spatiotemporal
Linsole:Acc_Z__dominant_freq__trial_max,0.0006094284588651283,frequency
Linsole:Gyr_Mag__psd_highfreq__trial_std,0.0006075493345296154,frequency
Rinsole:Acc_Y__spectral_entropy__trial_mean,0.0006074007866406127,frequency
Rinsole:Acc_X__cv__trial_mean,0.0006062563456721774,spatiotemporal
Rinsole:Acc_X__perm_entropy__trial_median,0.0006056284522619545,entropy
Rinsole:Acc_Y__spectral_entropy__trial_max,0.0006056008664007689,frequency
Linsole:Gyr_X__max__trial_median,0.0006053563034242537,spatiotemporal
Rinsole:Acc_Y__psd_harmonic__trial_mean,0.000604220307582974,frequency
Linsole:Acc_Y__mcr__trial_mean,0.0006006316652209194,spatiotemporal
Rinsole:Gyr_Mag__min__trial_mean,0.000599951588251514,spatiotemporal
Linsole:Gyr_X__cv__trial_mean,0.000595153016724474,spatiotemporal
Linsole:Acc_X__mean__trial_mean,0.0005950404367434914,spatiotemporal
Rinsole:Gyr_Mag__dominant_freq__trial_max,0.000594900359425302,frequency
Linsole:Acc_Z__kurtosis__trial_std,0.0005948710263603932,spatiotemporal
Rinsole:Acc_Z__skewness__trial_std,0.0005942390655189434,spatiotemporal
Rinsole:Acc_Y__kurtosis__trial_std,0.0005933107297675319,spatiotemporal
Linsole:Acc_Mag__dominant_freq__trial_mean,0.0005916510341188408,frequency
Rinsole:Gyr_Z__range__trial_min,0.0005898856293371636,spatiotemporal
Rinsole:Gyr_Z__spectral_centroid__trial_max,0.0005893933194448237,frequency
Linsole:Acc_Z__skewness__trial_std,0.0005892661211783793,spatiotemporal
Linsole:Acc_X__perm_entropy__trial_mean,0.0005890563937123322,entropy
Rinsole:Gyr_X__kurtosis__trial_max,0.0005881523984371473,spatiotemporal
Rinsole:Gyr_Z__skewness__trial_median,0.0005874425474122278,spatiotemporal
Rinsole:Acc_X__cv__trial_std,0.000585771491212227,spatiotemporal
Rinsole:Gyr_Z__max__trial_std,0.0005849951381411998,spatiotemporal
Rinsole:Acc_Z__energy__trial_median,0.0005845931850317709,spatiotemporal
Linsole:Gyr_Y__skewness__trial_min,0.0005822789148283444,spatiotemporal
Rinsole:Acc_X__min__trial_mean,0.0005822022338880514,spatiotemporal
Linsole:Acc_X__rms__trial_min,0.0005780056491769007,spatiotemporal
Linsole:Gyr_Z__psd_harmonic__trial_median,0.0005760765541870496,frequency
Linsole:Gyr_Z__mean__trial_max,0.0005756477977545374,spatiotemporal
Rinsole:Gyr_Mag__cv__trial_std,0.0005755102350142893,spatiotemporal
Rinsole:Gyr_Mag__kurtosis__trial_std,0.0005750630379254372,spatiotemporal
Rinsole:Gyr_Y__cv__trial_median,0.0005750540877740801,spatiotemporal
Linsole:Gyr_Mag__spectral_entropy__trial_mean,0.0005738978585898432,frequency
Linsole:Acc_X__max__trial_std,0.0005725493457325652,spatiotemporal
Linsole:Acc_Mag__range__trial_median,0.0005702862509975379,spatiotemporal
Linsole:Acc_Z__kurtosis__trial_max,0.0005694053154969115,spatiotemporal
Rinsole:Acc_Y__psd_highfreq__trial_mean,0.0005688397824304209,frequency
Rinsole:Gyr_Z__psd_highfreq__trial_max,0.0005681112278452453,frequency
Rinsole:Gyr_Mag__range__trial_mean,0.0005666966966678948,spatiotemporal
Rinsole:Acc_Z__dominant_freq__trial_mean,0.0005666071984925721,frequency
Linsole:Gyr_Mag__psd_highfreq__trial_max,0.0005663498930862594,frequency
Rinsole:Gyr_Z__energy__trial_mean,0.0005658391108192661,spatiotemporal
Linsole:Acc_Y__min__trial_median,0.0005642209223970742,spatiotemporal
Linsole:Acc_Mag__psd_highfreq__trial_std,0.0005641071965293722,frequency
Rinsole:Gyr_X__cv__trial_std,0.0005634921103844763,spatiotemporal
Rinsole:Gyr_Y__zcr__trial_median,0.0005598129428494889,spatiotemporal
Linsole:Gyr_Z__spectral_entropy__trial_min,0.0005595425737330646,frequency
Linsole:Acc_X__zcr__trial_std,0.0005590502129704717,spatiotemporal
Linsole:Gyr_Z__min__trial_std,0.0005586298571052703,spatiotemporal
Linsole:Gyr_Z__perm_entropy__trial_max,0.0005554214510341763,entropy
Rinsole:Acc_Y__total_power__trial_mean,0.000554530687636826,frequency
Linsole:Acc_X__max__trial_max,0.0005513576330878564,spatiotemporal
Rinsole:Acc_Y__range__trial_mean,0.0005504837130499384,spatiotemporal
Rinsole:Gyr_X__cv__trial_max,0.0005504083821775507,spatiotemporal
Rinsole:Acc_X__max__trial_std,0.0005502357521861792,spatiotemporal
Linsole:Acc_Z__spectral_entropy__trial_std,0.0005491061538055839,frequency
Rinsole:Acc_Y__zcr__trial_median,0.0005479850711998518,spatiotemporal
Linsole:Gyr_X__kurtosis__trial_min,0.0005462604117525475,spatiotemporal
Rinsole:Acc_Y__max__trial_min,0.0005459064826997376,spatiotemporal
Rinsole:Gyr_Z__energy__trial_std,0.0005451151766797105,spatiotemporal
Linsole:Gyr_Y__spectral_centroid__trial_median,0.0005451044850383197,frequency
Rinsole:Acc_Mag__max__trial_mean,0.0005448987447823347,spatiotemporal
Rinsole:Acc_Mag__kurtosis__trial_min,0.0005425862863401773,spatiotemporal
Linsole:Gyr_Y__std__trial_median,0.0005425595722834169,spatiotemporal
Linsole:Gyr_X__zcr__trial_mean,0.000539939591674508,spatiotemporal
Rinsole:Acc_Z__mcr__trial_median,0.0005378815333795711,spatiotemporal
Linsole:Acc_Z__psd_highfreq__trial_median,0.0005370871945388416,frequency
Linsole:Gyr_Z__psd_harmonic__trial_max,0.0005367895274340389,frequency
Rinsole:Gyr_Y__min__trial_mean,0.000536551669918461,spatiotemporal
Linsole:Acc_Y__mean__trial_std,0.0005340175860086968,spatiotemporal
Linsole:Gyr_X__max__trial_max,0.0005335321762374348,spatiotemporal
Rinsole:Acc_Y__spectral_entropy__trial_min,0.0005324386658218667,frequency
Linsole:Acc_Z__range__trial_std,0.0005303809549539002,spatiotemporal
Rinsole:Acc_Y__max__trial_median,0.0005298973565510311,spatiotemporal
Linsole:Acc_X__skewness__trial_median,0.0005279941413295962,spatiotemporal
Rinsole:Acc_Mag__rms__trial_max,0.0005275563608806395,spatiotemporal
Rinsole:Gyr_Z__rms__trial_median,0.0005269775006304992,spatiotemporal
Linsole:Gyr_X__psd_highfreq__trial_std,0.0005260346151538918,frequency
Linsole:Gyr_Mag__kurtosis__trial_max,0.0005250873702527248,spatiotemporal
Rinsole:Acc_Y__max__trial_std,0.0005241556256845689,spatiotemporal
Rinsole:Acc_Z__cv__trial_max,0.0005230325400544389,spatiotemporal
Rinsole:Gyr_Mag__psd_highfreq__trial_max,0.0005227262012360759,frequency
Linsole:Acc_Mag__psd_highfreq__trial_max,0.0005224619351082089,frequency
Rinsole:Acc_X__mean__trial_median,0.0005219392074207714,spatiotemporal
Linsole:Acc_Z__min__trial_std,0.0005199814275222445,spatiotemporal
Linsole:Gyr_Z__spectral_centroid__trial_std,0.0005196481503124401,frequency
Rinsole:Gyr_Z__spectral_centroid__trial_mean,0.0005194123145472429,frequency
Linsole:Acc_Mag__spectral_entropy__trial_mean,0.0005180090559810386,frequency
Linsole:Gyr_Z__skewness__trial_std,0.0005164667944481363,spatiotemporal
Linsole:Gyr_Z__kurtosis__trial_std,0.0005161896280256327,spatiotemporal
Rinsole:Gyr_Y__kurtosis__trial_min,0.0005154592090017651,spatiotemporal
Linsole:Gyr_X__std__trial_median,0.0005154236362225599,spatiotemporal
Rinsole:Gyr_Mag__mean__trial_mean,0.0005150153656146395,spatiotemporal
Linsole:Acc_Y__max__trial_min,0.000514967161785024,spatiotemporal
Linsole:Gyr_X__psd_harmonic__trial_std,0.0005142910712427391,frequency
Rinsole:Acc_Z__kurtosis__trial_median,0.0005141047968163173,spatiotemporal
Linsole:Acc_Z__mean__trial_min,0.0005140673989317855,spatiotemporal
Linsole:Gyr_Y__spectral_centroid__trial_mean,0.0005135368352224898,frequency
Rinsole:Gyr_X__spectral_entropy__trial_std,0.0005133626670594246,frequency
Rinsole:Acc_X__rms__trial_std,0.0005127182556804722,spatiotemporal
Linsole:Gyr_X__psd_harmonic__trial_mean,0.0005125071348309744,frequency
Rinsole:Gyr_Z__total_power__trial_median,0.0005124472512083243,frequency
Linsole:Gyr_Y__std__trial_mean,0.0005116028278011864,spatiotemporal
Linsole:Acc_Z__psd_highfreq__trial_mean,0.0005103927066587795,frequency
Linsole:Acc_X__psd_harmonic__trial_median,0.0005060513124250477,frequency
Rinsole:Gyr_Mag__min__trial_std,0.0005056519250177764,spatiotemporal
Rinsole:Acc_X__kurtosis__trial_min,0.0005054251863586829,spatiotemporal
Rinsole:Gyr_Z__total_power__trial_std,0.000505163527957436,frequency
Rinsole:Acc_X__spectral_entropy__trial_std,0.0005043492530361573,frequency
Linsole:Acc_Mag__kurtosis__trial_median,0.0005027234375615945,spatiotemporal
Linsole:Gyr_Y__kurtosis__trial_median,0.000502125007421907,spatiotemporal
Rinsole:Acc_Mag__psd_highfreq__trial_max,0.000501693956052901,frequency
Linsole:Acc_Y__std__trial_mean,0.0005003237136471051,spatiotemporal
Rinsole:Gyr_Z__rms__trial_min,0.0005002536517277389,spatiotemporal
Rinsole:Acc_Y__zcr__trial_std,0.0004987490960294531,spatiotemporal
Rinsole:Gyr_Mag__dominant_freq__trial_std,0.000497017136520729,frequency
Linsole:Acc_Y__energy__trial_median,0.0004958694693940549,spatiotemporal
Rinsole:Gyr_Z__kurtosis__trial_mean,0.0004950619908466349,spatiotemporal
Rinsole:Gyr_X__kurtosis__trial_median,0.0004948367475819604,spatiotemporal
Linsole:Acc_Z__cv__trial_max,0.0004946595043775428,spatiotemporal
Rinsole:Gyr_Y__mcr__trial_median,0.0004945972806616413,spatiotemporal
Rinsole:Gyr_Mag__rms__trial_std,0.0004918858299192314,spatiotemporal
Rinsole:Acc_Y__mean__trial_mean,0.0004899789130662158,spatiotemporal
Linsole:Gyr_X__spectral_centroid__trial_median,0.0004895810323786968,frequency
Linsole:Gyr_Mag__range__trial_max,0.0004895574191737076,spatiotemporal
Linsole:Gyr_X__rms__trial_mean,0.0004889078604316954,spatiotemporal
Rinsole:Acc_X__total_power__trial_mean,0.0004886988704665604,frequency
Linsole:Gyr_Mag__max__trial_std,0.0004883997413559004,spatiotemporal
Rinsole:Acc_Z__psd_harmonic__trial_mean,0.0004871851587180094,frequency
Linsole:Acc_X__range__trial_max,0.0004867127351802368,spatiotemporal
Linsole:Gyr_Y__max__trial_max,0.00048629233307669934,spatiotemporal
Rinsole:Gyr_X__mcr__trial_median,0.0004845258866158723,spatiotemporal
Linsole:Acc_Mag__psd_highfreq__trial_mean,0.00048285431225768006,frequency
Rinsole:Acc_Z__skewness__trial_mean,0.0004796995706985632,spatiotemporal
Linsole:Acc_Y__energy__trial_std,0.00047946574853346713,spatiotemporal
Linsole:Acc_Y__total_power__trial_std,0.00047850298118951045,frequency
Rinsole:Gyr_Mag__max__trial_max,0.0004781877727683876,spatiotemporal
Linsole:Gyr_Mag__spectral_centroid__trial_mean,0.00047817009256649417,frequency
Rinsole:Acc_Y__skewness__trial_mean,0.0004774992579062775,spatiotemporal
Linsole:Gyr_Y__min__trial_mean,0.00047670882863646,spatiotemporal
Rinsole:Gyr_Mag__spectral_centroid__trial_median,0.0004761040144608393,frequency
Linsole:Gyr_X__dominant_freq__trial_mean,0.00047529029147474827,frequency
Rinsole:Gyr_X__dominant_freq__trial_mean,0.0004744101844877247,frequency
Rinsole:Acc_Z__max__trial_max,0.00047418085776552055,spatiotemporal
Rinsole:Gyr_Z__kurtosis__trial_min,0.00047380975362375894,spatiotemporal
Linsole:Gyr_Z__psd_harmonic__trial_mean,0.0004736652247945105,frequency
Linsole:Acc_Z__dominant_freq__trial_std,0.00047320000519684947,frequency
Linsole:Acc_Y__kurtosis__trial_min,0.0004721841577306332,spatiotemporal
Rinsole:Acc_Z__cv__trial_mean,0.00047206134731651395,spatiotemporal
Rinsole:Gyr_Mag__total_power__trial_max,0.00047200298143974096,frequency
Linsole:Gyr_Mag__std__trial_min,0.00046997698492093223,spatiotemporal
Linsole:Acc_X__spectral_centroid__trial_median,0.0004695850939440091,frequency
